concept	physiological	stability	love	esteem	spiritual growth
wash	0.0	0.156328320802005	0.08024940516655336	0.020482158493870403	0.02250854214123007
creek	0.0	0.0	0.25679809653297075	0.0	0.0
engineering	0.0	0.0	0.0	0.32771453590192645	0.0
Statue	0.0	0.0	0.0	0.0	0.3601366742596811
clapped	0.0	0.0	0.0	0.32771453590192645	0.0
jumper	0.0	0.0	0.0	0.0	0.3601366742596811
physics	0.0	0.0	0.0	0.0	0.3601366742596811
dust	0.0	0.13895850737956	0.12839904826648538	0.0	0.0
rip	0.0	0.27791701475912	0.0	0.0	0.0
drowning	0.0	0.27791701475912	0.0	0.0	0.0
napkin	0.16940348525469168	0.0	0.06419952413324269	0.08192863397548161	0.0
after	0.026400543156575328	0.07579554947976	0.07337088472370594	0.0638404940068688	0.060802295654231876
jame	0.0	0.27791701475912	0.0	0.0	0.0
trust	0.0	0.0	0.25679809653297075	0.0	0.0
signal	0.0	0.0	0.0	0.32771453590192645	0.0
Boardwalk	0.0	0.0	0.0	0.32771453590192645	0.0
challenge	0.0	0.017369813422445	0.0	0.2867502189141856	0.02250854214123007
salmon	0.33880697050938335	0.0	0.0	0.0	0.0
minerva	0.0	0.27791701475912	0.0	0.0	0.0
easily	0.0	0.0	0.07337088472370594	0.09363272454340756	0.15434428896843475
dirty	0.0	0.11910729203962286	0.07337088472370594	0.04681636227170378	0.05144809632281158
quest	0.0	0.0	0.25679809653297075	0.0	0.0
CD	0.0	0.0	0.0	0.0	0.3601366742596811
belittle	0.0	0.0	0.0	0.32771453590192645	0.0
fight	0.0	0.0444667223614592	0.07190346702923181	0.1573029772329247	0.028810933940774486
baguette	0.16940348525469168	0.0	0.0	0.16385726795096323	0.0
coupon	0.0	0.27791701475912	0.0	0.0	0.0
vote	0.0	0.0	0.0	0.32771453590192645	0.0
dorm	0.11293565683646113	0.0	0.08559936551099026	0.10923817863397549	0.0
worry	0.030800633682671216	0.10106073263968	0.04669056300599469	0.059584461073077535	0.06547939531994201
muscle	0.0	0.0	0.0	0.32771453590192645	0.0
concert	0.0	0.0	0.0	0.0	0.3601366742596811
teaspoon	0.0	0.0	0.25679809653297075	0.0	0.0
no	0.0	0.09263900491970667	0.0	0.21847635726795098	0.0
promise	0.0	0.017369813422445	0.1765486913664174	0.08192863397548161	0.0
barber	0.0	0.27791701475912	0.0	0.0	0.0
amazed	0.0	0.06947925368978	0.06419952413324269	0.08192863397548161	0.09003416856492027
child	0.06160126736534243	0.05053036631984	0.1089446470139876	0.049653717560897946	0.02182646510664734
Jeffrey	0.0	0.0	0.25679809653297075	0.0	0.0
otoscope	0.0	0.27791701475912	0.0	0.0	0.0
open	0.05978946538400883	0.09808835815027765	0.05287019634502339	0.009638662820644895	0.0847380410022779
star	0.0	0.0	0.03668544236185297	0.04681636227170378	0.25724048161405794
hatch	0.0	0.0	0.0	0.0	0.3601366742596811
afternoon	0.0	0.09263900491970667	0.04279968275549513	0.0	0.18006833712984055
emptying	0.0	0.0	0.25679809653297075	0.0	0.0
scored	0.0	0.0	0.0	0.32771453590192645	0.0
Magnificent	0.0	0.0	0.0	0.0	0.3601366742596811
irish	0.0	0.0	0.25679809653297075	0.0	0.0
water	0.14874452363826587	0.07456310152073951	0.018790104624363715	0.031972149844090386	0.04391910661703428
position	0.0	0.13895850737956	0.0	0.16385726795096323	0.0
bun	0.33880697050938335	0.0	0.0	0.0	0.0
calm	0.0	0.27791701475912	0.0	0.0	0.0
behalf	0.0	0.0	0.0	0.32771453590192645	0.0
promotion	0.0	0.0	0.0	0.32771453590192645	0.0
cover	0.06776139410187668	0.166750208855472	0.025679809653297078	0.0	0.03601366742596811
Microbiology	0.0	0.27791701475912	0.0	0.0	0.0
abroad	0.0	0.18527800983941334	0.0	0.0	0.12004555808656037
chemical	0.0	0.27791701475912	0.0	0.0	0.0
Season	0.0	0.0	0.25679809653297075	0.0	0.0
harangue	0.0	0.0	0.0	0.32771453590192645	0.0
basis	0.0	0.0	0.0	0.0	0.3601366742596811
sixteen	0.0	0.0	0.0	0.0	0.3601366742596811
creepy	0.0	0.0	0.25679809653297075	0.0	0.0
avocado	0.33880697050938335	0.0	0.0	0.0	0.0
quick	0.11293565683646113	0.09263900491970667	0.0	0.10923817863397549	0.0
beer	0.33880697050938335	0.0	0.0	0.0	0.0
exciting	0.0	0.0	0.0	0.0	0.3601366742596811
DC	0.0	0.0	0.25679809653297075	0.0	0.0
tantrum	0.16940348525469168	0.0	0.0	0.16385726795096323	0.0
approve	0.0	0.0	0.0	0.32771453590192645	0.0
fertilizer	0.0	0.27791701475912	0.0	0.0	0.0
elate	0.0	0.0	0.25679809653297075	0.0	0.0
history	0.0	0.0	0.0	0.10923817863397549	0.24009111617312073
newlywed	0.0	0.0	0.0	0.0	0.3601366742596811
Luckily	0.08470174262734584	0.0	0.06419952413324269	0.08192863397548161	0.09003416856492027
application	0.0	0.0	0.0	0.0	0.3601366742596811
debbie	0.0	0.055583402951824006	0.051359619306594155	0.0	0.21608200455580864
judgement	0.0	0.27791701475912	0.0	0.0	0.0
Shea	0.0	0.27791701475912	0.0	0.0	0.0
belong	0.0	0.09263900491970667	0.17119873102198052	0.0	0.0
b	0.33880697050938335	0.0	0.0	0.0	0.0
performing	0.0	0.0	0.0	0.32771453590192645	0.0
success	0.0	0.0	0.12839904826648538	0.16385726795096323	0.0
underway	0.0	0.27791701475912	0.0	0.0	0.0
mortgage	0.0	0.27791701475912	0.0	0.0	0.0
troubling	0.33880697050938335	0.0	0.0	0.0	0.0
need	0.020167081577939488	0.14557557915953906	0.024456961574568645	0.07802727045283964	0.03001138952164009
vacuum	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
block	0.0	0.18527800983941334	0.0	0.0	0.12004555808656037
Slingblade	0.0	0.13895850737956	0.0	0.16385726795096323	0.0
snowboarder	0.0	0.0	0.0	0.0	0.3601366742596811
viciously	0.0	0.13895850737956	0.0	0.16385726795096323	0.0
low	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
nemesis	0.0	0.0	0.0	0.32771453590192645	0.0
deep	0.0	0.11910729203962286	0.07337088472370594	0.0	0.10289619264562316
but	0.05726314994524789	0.09394377963688565	0.05063624438678297	0.04154127919883575	0.06086817029741089
chop	0.33880697050938335	0.0	0.0	0.0	0.0
sour	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
white	0.0	0.166750208855472	0.051359619306594155	0.0	0.07202733485193621
trudge	0.0	0.27791701475912	0.0	0.0	0.0
explode	0.0	0.0	0.0	0.0	0.3601366742596811
mustang	0.0	0.0	0.0	0.32771453590192645	0.0
homeless	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
bedside	0.0	0.27791701475912	0.0	0.0	0.0
explain	0.0	0.09263900491970667	0.0570662436739935	0.14565090484530063	0.0
last	0.04371702845282366	0.0806855849300671	0.08283809565579703	0.021142873283995254	0.06970387243735764
manor	0.0	0.27791701475912	0.0	0.0	0.0
age	0.0	0.0	0.15407885791978246	0.13108581436077058	0.0
shark	0.0	0.27791701475912	0.0	0.0	0.0
swell	0.0	0.0	0.0	0.32771453590192645	0.0
forest	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
resolution	0.0	0.13895850737956	0.0	0.16385726795096323	0.0
baptist	0.0	0.0	0.0	0.0	0.3601366742596811
church	0.0	0.023159751229926667	0.04279968275549513	0.027309544658493872	0.24009111617312073
wait	0.07437226181913294	0.06778463774612684	0.050106945664969905	0.03996518730511298	0.0790543919106617
18	0.0	0.166750208855472	0.051359619306594155	0.0	0.07202733485193621
retriever	0.0	0.0	0.25679809653297075	0.0	0.0
participate	0.0	0.0	0.0	0.13108581436077058	0.21608200455580864
fly	0.026062074654567953	0.08551292761819078	0.0	0.07562643136198302	0.13851410548449272
waist	0.0	0.27791701475912	0.0	0.0	0.0
traffic	0.0	0.0	0.25679809653297075	0.0	0.0
fresh	0.11293565683646113	0.09263900491970667	0.0	0.10923817863397549	0.0
grip	0.0	0.0	0.0	0.0	0.3601366742596811
Spanish	0.0	0.27791701475912	0.0	0.0	0.0
chilly	0.0	0.27791701475912	0.0	0.0	0.0
spend	0.013552278820375335	0.083375104427736	0.08217539089055065	0.03932574430823117	0.07923006833712984
healthy	0.19360398314821908	0.11910729203962286	0.0	0.0	0.0
loser	0.0	0.0	0.0	0.32771453590192645	0.0
sofa	0.0	0.0	0.25679809653297075	0.0	0.0
determined	0.0	0.0	0.0	0.32771453590192645	0.0
nest	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
slimy	0.33880697050938335	0.0	0.0	0.0	0.0
picture	0.0	0.03087966830656889	0.0570662436739935	0.07282545242265032	0.16006074411541382
fre	0.0	0.27791701475912	0.0	0.0	0.0
October	0.0	0.0	0.25679809653297075	0.0	0.0
Orioles	0.0	0.0	0.25679809653297075	0.0	0.0
pepper	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
ever	0.04840099578705477	0.039702430679874286	0.09171360590463241	0.07022454340755567	0.05144809632281158
whitney	0.0	0.27791701475912	0.0	0.0	0.0
deliberately	0.0	0.0	0.0	0.0	0.3601366742596811
specifically	0.33880697050938335	0.0	0.0	0.0	0.0
usable	0.0	0.27791701475912	0.0	0.0	0.0
anyways	0.0	0.0	0.0	0.16385726795096323	0.18006833712984055
Museum	0.0	0.0	0.0	0.0	0.3601366742596811
Christmas	0.04840099578705477	0.039702430679874286	0.14674176944741188	0.04681636227170378	0.0
hoping	0.0	0.0	0.0	0.0	0.3601366742596811
closed	0.33880697050938335	0.0	0.0	0.0	0.0
remember	0.0941130473637176	0.09263900491970667	0.0570662436739935	0.01820636310566258	0.040015186028853456
perfect	0.0	0.03087966830656889	0.14266560918498375	0.07282545242265032	0.040015186028853456
ten	0.11293565683646113	0.0	0.04279968275549513	0.054619089316987744	0.12004555808656037
chess	0.0	0.055583402951824006	0.051359619306594155	0.19662872154115588	0.0
boar	0.0	0.09263900491970667	0.17119873102198052	0.0	0.0
Radiohead	0.0	0.0	0.0	0.0	0.3601366742596811
result	0.06352630697050939	0.10421888053467	0.032099762066621344	0.040964316987740806	0.0675256264236902
loss	0.08470174262734584	0.13895850737956	0.06419952413324269	0.0	0.0
stomach	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
monster	0.0	0.0	0.12839904826648538	0.0	0.18006833712984055
ill	0.22587131367292226	0.09263900491970667	0.0	0.0	0.0
skeleton	0.0	0.0	0.0	0.0	0.3601366742596811
broadcast	0.0	0.0	0.0	0.0	0.3601366742596811
placed	0.33880697050938335	0.0	0.0	0.0	0.0
weight	0.024200497893527385	0.19851215339937145	0.0	0.07022454340755567	0.0
printer	0.0	0.27791701475912	0.0	0.0	0.0
stoic	0.0	0.0	0.25679809653297075	0.0	0.0
dry	0.0	0.20843776106934	0.0	0.08192863397548161	0.0
lead	0.08470174262734584	0.06947925368978	0.032099762066621344	0.08192863397548161	0.04501708428246014
fridge	0.33880697050938335	0.0	0.0	0.0	0.0
extra	0.024200497893527385	0.039702430679874286	0.03668544236185297	0.14044908681511134	0.07717214448421737
jawbreaker	0.0	0.0	0.25679809653297075	0.0	0.0
olympic	0.0	0.0	0.25679809653297075	0.0	0.0
evening	0.037645218945487044	0.0	0.17119873102198052	0.03641272621132516	0.040015186028853456
stylist	0.0	0.18527800983941334	0.0	0.0	0.12004555808656037
sew	0.0	0.0	0.0	0.32771453590192645	0.0
fitness	0.0	0.0	0.0	0.32771453590192645	0.0
controller	0.0	0.0	0.0	0.32771453590192645	0.0
bullseye	0.0	0.0	0.0	0.32771453590192645	0.0
athlete	0.0	0.0	0.0	0.10923817863397549	0.24009111617312073
bucket	0.0	0.0	0.0	0.0	0.3601366742596811
meeting	0.0	0.06947925368978	0.06419952413324269	0.16385726795096323	0.0
west	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
garage	0.0	0.27791701475912	0.0	0.0	0.0
Hawaii	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
earth	0.0	0.0	0.0	0.0	0.3601366742596811
awkward	0.0	0.09263900491970667	0.08559936551099026	0.10923817863397549	0.0
fi	0.33880697050938335	0.0	0.0	0.0	0.0
optometrist	0.0	0.27791701475912	0.0	0.0	0.0
todd	0.0	0.27791701475912	0.0	0.0	0.0
text	0.0	0.0	0.25679809653297075	0.0	0.0
upperclassmen	0.0	0.0	0.0	0.32771453590192645	0.0
meteorite	0.0	0.0	0.0	0.0	0.3601366742596811
during	0.0	0.0	0.09876849866652722	0.1260440522699717	0.08310846329069564
blue	0.0	0.11116680590364801	0.051359619306594155	0.13108581436077058	0.0
surface	0.0	0.27791701475912	0.0	0.0	0.0
bud	0.0	0.0	0.0	0.0	0.3601366742596811
profit	0.0	0.27791701475912	0.0	0.0	0.0
Beach	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
along	0.0	0.09263900491970667	0.114132487347987	0.07282545242265032	0.0
bartender	0.16940348525469168	0.06947925368978	0.06419952413324269	0.0	0.0
reception	0.0	0.0	0.25679809653297075	0.0	0.0
300	0.0	0.27791701475912	0.0	0.0	0.0
story	0.0	0.03473962684489	0.032099762066621344	0.06144647548161121	0.20257687927107063
assign	0.0	0.0	0.0	0.0	0.3601366742596811
swinge	0.0	0.0	0.0	0.32771453590192645	0.0
beginning	0.0	0.0	0.25679809653297075	0.0	0.0
Steelers	0.0	0.0	0.0	0.32771453590192645	0.0
houseplant	0.0	0.0	0.0	0.0	0.3601366742596811
confront	0.22587131367292226	0.09263900491970667	0.0	0.0	0.0
